id,documentNumber,address,state_id,state_name,region_id,region_region,region_state,region_enabled,city_id,city_name,neighborhood_id,neighborhood_name,subNeighborhood,locality,latitude,longitude,date,policeAction,agentPresence,relatedRecord,contextInfo_mainReason_id,contextInfo_mainReason_name,contextInfo_complementaryReasons,contextInfo_clippings,contextInfo_massacre,contextInfo_policeUnit,transports,victims,animalVictims,locality_id,locality_name
d29b36d6-cafd-49f5-a350-11400a612703,60111,"Pavuna, Rio de Janeiro - RJ, Brasil",b112ffbe-17b3-4ad0-8f2a-2038745d1d14,Rio de Janeiro,31d96bb1-07fa-4a9e-b988-9b1beae828ed,Sudeste,Rio de Janeiro,True,d1bf56cc-6d85-4e6a-a5f5-0ab3f4074be3,Rio de Janeiro,a62301d9-ff87-45cf-bb37-30ff359e6ee7,PAVUNA,,,-22.8122261,-43.3619715,2023-10-10T17:30:00.000Z,False,True,,6f855e33-1b82-446d-873f-9a6dc2a843f8,Não identificado,,,False,,,,,,
d5aa99d6-3063-4493-8664-8a30e1c32ac2,60112,"Favela Az de Ouro - Anchieta, Rio de Janeiro - RJ, 21630-130, Brasil",b112ffbe-17b3-4ad0-8f2a-2038745d1d14,Rio de Janeiro,31d96bb1-07fa-4a9e-b988-9b1beae828ed,Sudeste,Rio de Janeiro,True,d1bf56cc-6d85-4e6a-a5f5-0ab3f4074be3,Rio de Janeiro,1cd6be93-e12c-4b61-9ba7-e6d81171b5b3,ANCHIETA,,,-22.82124054474107,	-43.4128314484172,2023-10-10T19:10:00.000Z,True,True,,86b1d37b-f955-4015-9d63-3c210a845e5e,Ação policial,,,False,41 BPM,,"{'id': '9bd1b041-a017-48e9-8086-24e16a23b1f6', 'occurrenceId': 'd5aa99d6-3063-4493-8664-8a30e1c32ac2', 'type': 'People', 'situation': 'Wounded', 'circumstances': [{'id': '8c2117be-c0c6-483f-9c5f-f670872eb181', 'name': 'Sem identificação', 'type': 'human'}], 'deathDate': None, 'personType': 'Civilian', 'age': None, 'ageGroup': {'id': '1247dd9f-6796-495f-91c4-ca8d6db45c5e', 'name': 'Adulto'}, 'genre': {'id': 'bd0504ee-e0b5-4ae1-ae12-b6d9c61802e1', 'name': 'Homem cis'}, 'race': 'Não identificado', 'place': {'id': 'e5c2090b-694f-4ff9-8f53-66a496193319', 'name': 'Sem identificação'}, 'serviceStatus': {'id': '7304cf1f-f7a3-4108-87b8-edf8f99a56c0', 'name': 'Não se aplica', 'type': 'Servico'}, 'qualifications': [{'id': '12d2604d-f769-41ed-92a1-83cacc0d7205', 'name': 'Não identificado', 'type': ''}], 'politicalPosition': {'id': '84bb4841-1cac-4592-ba57-21714aa84454', 'name': 'Não se aplica', 'type': 'Politico'}, 'politicalStatus': {'id': '5238a823-cab9-47f5-85bc-34b810ae0d71', 'name': 'Não se aplica', 'type': 'Politico'}, 'partie': None, 'coorporation': {'id': '52e03783-cb08-49b5-8635-0d462773e250', 'name': 'Não se aplica'}, 'agentPosition': {'id': 'c27a6a83-bea5-4699-b6d9-2b1be0372701', 'name': 'Não se aplica', 'type': 'Agente'}, 'agentStatus': {'id': '940eb1bd-6f7f-4f73-9d6e-b44eb4fdd791', 'name': 'Não se aplica', 'type': 'Agente'}, 'unit': ''}",,095b83e2-3950-4937-983b-ad0afe9e464f,FAVELA AZ DE OURO (OU BEIRA-RIO)
0f701906-2105-4e48-845c-172ff8cfaac9,60120,"Estrada Adhemar Bebiano - Del Castilho, Rio de Janeiro - RJ, 21051-070, Brasil",b112ffbe-17b3-4ad0-8f2a-2038745d1d14,Rio de Janeiro,31d96bb1-07fa-4a9e-b988-9b1beae828ed,Sudeste,Rio de Janeiro,True,d1bf56cc-6d85-4e6a-a5f5-0ab3f4074be3,Rio de Janeiro,deea619d-21ba-4882-bba9-a2e947c34b0b,DEL CASTILHO,,,-22.873502934244765,-43.26761452269593,2023-10-10T21:08:00.000Z,False,False,,6f855e33-1b82-446d-873f-9a6dc2a843f8,Não identificado,,,False,,,,,,
0ed1e9f6-ea10-4a97-a609-f8bba76b2296,60122,"Av. Cesário de Melo - Inhoaíba, Rio de Janeiro - RJ, Brasil",b112ffbe-17b3-4ad0-8f2a-2038745d1d14,Rio de Janeiro,31d96bb1-07fa-4a9e-b988-9b1beae828ed,Sudeste,Rio de Janeiro,True,d1bf56cc-6d85-4e6a-a5f5-0ab3f4074be3,Rio de Janeiro,21e9119f-0cab-4f31-b6a2-1b0d8dc7d756,INHOAIBA,,,-22.9121472,-43.5930144,2023-10-11T03:10:00.000Z,False,False,,6f855e33-1b82-446d-873f-9a6dc2a843f8,Não identificado,,,False,,,,,,
0a7c5b2e-1418-4db9-8929-bc807e3baaed,60121,"Vila Do Pinheiro - Maré, Rio de Janeiro - RJ, Brasil",b112ffbe-17b3-4ad0-8f2a-2038745d1d14,Rio de Janeiro,31d96bb1-07fa-4a9e-b988-9b1beae828ed,Sudeste,Rio de Janeiro,True,d1bf56cc-6d85-4e6a-a5f5-0ab3f4074be3,Rio de Janeiro,aac41a17-1d54-45b5-9814-eabfb7a204ae,MARE,,,-22.868292,-43.2376563,2023-10-11T06:10:00.000Z,True,True,,b70c8ccc-3c64-4189-8381-66b810a9797d,Operação policial,,,False,PM (BOPE),,,,264e1f13-1d4c-4c0d-bf10-b56549204533,VILA DO PINHEIRO (COMPLEXO DA MARE)
61cb3e80-c7d2-4d47-b307-2518725b4722,60124,"Jacarezinho, Rio de Janeiro - RJ, Brasil",b112ffbe-17b3-4ad0-8f2a-2038745d1d14,Rio de Janeiro,31d96bb1-07fa-4a9e-b988-9b1beae828ed,Sudeste,Rio de Janeiro,True,d1bf56cc-6d85-4e6a-a5f5-0ab3f4074be3,Rio de Janeiro,a5c03e04-8a2d-463d-9367-45bb357ddb69,JACAREZINHO,,,-22.8875573,-43.2581953,2023-10-11T08:24:00.000Z,False,False,,6f855e33-1b82-446d-873f-9a6dc2a843f8,Não identificado,,,False,,,,,9a4027be-e58d-4fe2-9f19-39aa3556a350,JACAREZINHO
83fe14fb-b70a-47bf-a68c-9f237bf37748,60128,"Morro do Divino - Praça Seca, Rio de Janeiro - RJ, 21341-270, Brasil",b112ffbe-17b3-4ad0-8f2a-2038745d1d14,Rio de Janeiro,31d96bb1-07fa-4a9e-b988-9b1beae828ed,Sudeste,Rio de Janeiro,True,d1bf56cc-6d85-4e6a-a5f5-0ab3f4074be3,Rio de Janeiro,a6ad8253-93e5-48e7-a8b6-e203f9f695c6,PRACA SECA,,,-22.890367763064262 	,-43.34358964588805,2023-10-11T11:46:00.000Z,False,False,,6f855e33-1b82-446d-873f-9a6dc2a843f8,Não identificado,,,False,,,,,5124185a-4007-4267-a75b-f58ce6448286,FAVELA MORRO DO DIVINO
0b78bdfa-3512-4dc1-ae6f-4e7572e4deb0,60136,"Morro da Silveira (Quiririm) - Vila Valqueire, Rio de Janeiro - RJ, 21330-580, Brasil",b112ffbe-17b3-4ad0-8f2a-2038745d1d14,Rio de Janeiro,31d96bb1-07fa-4a9e-b988-9b1beae828ed,Sudeste,Rio de Janeiro,True,d1bf56cc-6d85-4e6a-a5f5-0ab3f4074be3,Rio de Janeiro,5c79b47a-793f-47eb-8ab9-c10134597dc5,VILA VALQUEIRE,,,-22.886051761860777,	-43.35896630450058,2023-10-11T18:00:00.000Z,True,True,,86b1d37b-f955-4015-9d63-3c210a845e5e,Ação policial,,,False,18 BPM,,"{'id': '6ae99b84-a76c-48e1-998c-10bc59674c3b', 'occurrenceId': '0b78bdfa-3512-4dc1-ae6f-4e7572e4deb0', 'type': 'People', 'situation': 'Wounded', 'circumstances': [{'id': '8c2117be-c0c6-483f-9c5f-f670872eb181', 'name': 'Sem identificação', 'type': 'human'}], 'deathDate': None, 'personType': 'Civilian', 'age': None, 'ageGroup': {'id': '1247dd9f-6796-495f-91c4-ca8d6db45c5e', 'name': 'Adulto'}, 'genre': {'id': 'bd0504ee-e0b5-4ae1-ae12-b6d9c61802e1', 'name': 'Homem cis'}, 'race': 'Não identificado', 'place': {'id': 'e5c2090b-694f-4ff9-8f53-66a496193319', 'name': 'Sem identificação'}, 'serviceStatus': {'id': '7304cf1f-f7a3-4108-87b8-edf8f99a56c0', 'name': 'Não se aplica', 'type': 'Servico'}, 'qualifications': [{'id': '12d2604d-f769-41ed-92a1-83cacc0d7205', 'name': 'Não identificado', 'type': ''}], 'politicalPosition': {'id': '84bb4841-1cac-4592-ba57-21714aa84454', 'name': 'Não se aplica', 'type': 'Politico'}, 'politicalStatus': {'id': '5238a823-cab9-47f5-85bc-34b810ae0d71', 'name': 'Não se aplica', 'type': 'Politico'}, 'partie': None, 'coorporation': {'id': '52e03783-cb08-49b5-8635-0d462773e250', 'name': 'Não se aplica'}, 'agentPosition': {'id': 'c27a6a83-bea5-4699-b6d9-2b1be0372701', 'name': 'Não se aplica', 'type': 'Agente'}, 'agentStatus': {'id': '940eb1bd-6f7f-4f73-9d6e-b44eb4fdd791', 'name': 'Não se aplica', 'type': 'Agente'}, 'unit': ''}|{'id': 'bccfe2db-207a-4cb5-81b1-c644edbc3a18', 'occurrenceId': '0b78bdfa-3512-4dc1-ae6f-4e7572e4deb0', 'type': 'People', 'situation': 'Wounded', 'circumstances': [{'id': '8c2117be-c0c6-483f-9c5f-f670872eb181', 'name': 'Sem identificação', 'type': 'human'}], 'deathDate': None, 'personType': 'Civilian', 'age': None, 'ageGroup': {'id': '1247dd9f-6796-495f-91c4-ca8d6db45c5e', 'name': 'Adulto'}, 'genre': {'id': 'bd0504ee-e0b5-4ae1-ae12-b6d9c61802e1', 'name': 'Homem cis'}, 'race': 'Não identificado', 'place': {'id': 'e5c2090b-694f-4ff9-8f53-66a496193319', 'name': 'Sem identificação'}, 'serviceStatus': {'id': '7304cf1f-f7a3-4108-87b8-edf8f99a56c0', 'name': 'Não se aplica', 'type': 'Servico'}, 'qualifications': [{'id': '12d2604d-f769-41ed-92a1-83cacc0d7205', 'name': 'Não identificado', 'type': ''}], 'politicalPosition': {'id': '84bb4841-1cac-4592-ba57-21714aa84454', 'name': 'Não se aplica', 'type': 'Politico'}, 'politicalStatus': {'id': '5238a823-cab9-47f5-85bc-34b810ae0d71', 'name': 'Não se aplica', 'type': 'Politico'}, 'partie': None, 'coorporation': {'id': '52e03783-cb08-49b5-8635-0d462773e250', 'name': 'Não se aplica'}, 'agentPosition': {'id': 'c27a6a83-bea5-4699-b6d9-2b1be0372701', 'name': 'Não se aplica', 'type': 'Agente'}, 'agentStatus': {'id': '940eb1bd-6f7f-4f73-9d6e-b44eb4fdd791', 'name': 'Não se aplica', 'type': 'Agente'}, 'unit': ''}",,4916cd03-63cf-4473-86b0-e07ff7335b05,MORRO DA SILVEIRA (QUIRIRIM)
2ca36f35-e4f5-4e76-8388-e552ed9ec096,60133,"Morro dos Macacos - Vila Isabel, Rio de Janeiro - RJ, Brasil",b112ffbe-17b3-4ad0-8f2a-2038745d1d14,Rio de Janeiro,31d96bb1-07fa-4a9e-b988-9b1beae828ed,Sudeste,Rio de Janeiro,True,d1bf56cc-6d85-4e6a-a5f5-0ab3f4074be3,Rio de Janeiro,370d3866-fefb-4647-a068-009012249aa9,VILA ISABEL,,,-22.9155371,-43.2545693,2023-10-11T19:28:00.000Z,False,False,,6f855e33-1b82-446d-873f-9a6dc2a843f8,Não identificado,,,False,,,,,31a6e463-312f-446d-935e-04a661905335,MORRO DOS MACACOS
bd872ffc-09e4-4787-a428-9325e0ccde9b,60137,"Morro do Jordão - Tanque, Rio de Janeiro - RJ, 22733-310, Brasil",b112ffbe-17b3-4ad0-8f2a-2038745d1d14,Rio de Janeiro,31d96bb1-07fa-4a9e-b988-9b1beae828ed,Sudeste,Rio de Janeiro,True,d1bf56cc-6d85-4e6a-a5f5-0ab3f4074be3,Rio de Janeiro,d05fcbec-4888-423b-9005-243f1d6ba5b5,TANQUE,,,-22.91094354	,-43.37403875,2023-10-11T23:07:00.000Z,False,False,,6f855e33-1b82-446d-873f-9a6dc2a843f8,Não identificado,,,False,,,,,11d8071a-6b47-44e3-ac55-e3f1caff3c32,MORRO DO JORDAO
